Date,Title,img_path,Caption,Colours,Style,Subject,Keywords,Category,img_alt,Width,Height
2022-10-10,Sketchin In Ballarat,524827789a.jpg,"A watercolor sketch of an urban scene showing a building facade with 'MYER' signage and 'Central Square' text. The architectural drawing includes arched windows, a street lamp, and figures walking on the street. The perspective is from behind two people viewing the scene.","['Light blue (sky)', 'Beige/tan (building)', 'Grey (shadows and details)', 'Green (clothing)', 'Pink/salmon (awning)', 'Brown (accents)']","Urban sketch / Architectural illustration with loose watercolor technique, combining ink linework with watercolor washes","An urban streetscape featuring the Myer department store building with architectural details, a street lamp, and pedestrians. The scene appears to be capturing a moment of city life with emphasis on the building's historic architecture","['urban sketch', 'architecture', 'watercolor', 'city scene', 'street view', 'Myer building', 'street lamp', 'architectural drawing', 'building facade', 'urban landscape', 'pedestrians', 'storefront', 'Central Square', 'historical building', 'street scene']",Blog,,340.0,453.0
2022-10-09,Grabbing A Coffee,9d82fa35ac.jpg,"A quick sketch portrait drawing featuring a figure wearing sunglasses and dangling earrings, with hair tied up in a top knot or bun. The drawing is executed in a loose, gestural line art style with minimal detail but effective capturing of the essential features.","['Black', 'White', 'Grey (through line density)']","['Minimalist line drawing', 'Gestural sketch', 'Contemporary illustration', 'Quick sketch portrait', 'Continuous line drawing']","A contemporary portrait sketch showing a modern style with fashionable accessories including sunglasses, earrings, and a casual high-neck top or turtleneck","['line drawing', 'sketch', 'portrait', 'sunglasses', 'modern', 'minimalist', 'fashion illustration', 'ink drawing', 'contemporary art', 'quick sketch', 'monochrome', 'gestural', 'urban style']",Blog,,340.0,453.0
2022-10-08,Sunny But Freezing,8ca8d8832a.jpg,"A loose, expressive line drawing of a person wearing glasses, shown from a slight side angle. The sketch is created with quick, continuous lines that capture the essence of the subject's facial features, glasses, and collar of their clothing.","['Black', 'White (paper)']",Continuous line drawing / Gestural sketch / Minimalist illustration,A portrait sketch showing the head and upper shoulders of a person wearing glasses and what appears to be a collared shirt or jacket,"['line drawing', 'sketch', 'portrait', 'continuous line', 'minimalist', 'ink drawing', 'gestural', 'glasses', 'black and white', 'modern art', 'expressive', 'quick sketch', 'portrait study']",Blog,,340.0,453.0
2022-10-02,The Claremont Hotel,2f5ec9184a.jpg,A watercolor and ink sketch of a classic three-story corner building with arched windows and architectural details. The urban scene includes simple figure silhouettes on the street and a parked car. The building appears to be in a historic downtown setting with other buildings sketched in the background.,"['Light blue (sky)', 'Grey (building)', 'White (paper)', 'Black (ink lines)', 'Muted earth tones']",Urban sketching/Architectural illustration with loose watercolor wash and ink linework,"Historic urban architecture, specifically a Victorian or early 20th century commercial corner building with classic architectural features like arched windows and decorative cornices","['Urban sketch', 'Architecture', 'Historic building', 'Watercolor', 'Street scene', 'Corner building', 'City landscape', 'Victorian architecture', 'Ink drawing', 'Urban art', 'Building facade', 'Streetscape', 'Quick sketch', 'Downtown', 'Architectural illustration']",Blog,,340.0,255.0
2022-10-01,Drawing Chapel Temperance,1f4ba01297.jpg,"A sketch of the Feathers Hotel, depicting a two-story Victorian-style corner building with arched windows and ornate architectural details. The building features a series of arched windows on both levels and red awnings or umbrellas at street level. The drawing is rendered in a loose, architectural sketch style.","['Black', 'Gray', 'White', 'Pink/Red (for awnings)', 'Off-white (paper color)']","['Urban sketch', 'Architectural illustration', 'Line drawing', 'Loose freehand drawing']","A historic hotel building on a street corner, showing Victorian architectural features including arched windows, decorative cornices, and outdoor seating area with umbrellas or awnings","['architecture', 'urban sketch', 'hotel', 'Victorian building', 'corner building', 'heritage architecture', 'street scene', 'awnings', 'arched windows', 'pen and ink', 'architectural drawing', 'building facade', 'streetscape']",Blog,,340.0,254.0
2022-10-01,An Actual Chapel,d3aa0b0ca4.jpg,"A watercolor and ink sketch of a Gothic church or chapel with a tall spire, surrounded by trees. The scene is rendered in a loose, impressionistic style with delicate washes of color. The architecture is detailed with fine line work while the trees are more freely sketched with loose brushstrokes.","['Pale blue (sky)', 'Light green (trees)', 'Grey (church structure)', 'White (paper/highlights)', 'Black (ink lines)']",Urban sketching/architectural illustration with a combination of loose watercolor and detailed line work. The style is semi-realistic with elements of impressionism.,"A Gothic-style church or chapel with characteristic pointed spire and architectural details, set against a natural backdrop of trees and sky.","['Gothic architecture', 'Church', 'Spire', 'Watercolor', 'Urban sketch', 'Trees', 'Religious building', 'Architecture illustration', 'Plein air', 'Line and wash', 'Nature', 'Landscape']",Blog,,340.0,453.0
2022-09-25,Flinders Station Again,f6da0a760a.jpg,"A watercolor sketch of Flinders Street Station in Melbourne, featuring its iconic Edwardian baroque architecture with distinctive green domes and cream-colored facade. The scene includes small figures walking along the street and the modern city skyline in the background.","['Light blue (sky)', 'Green (domes)', 'Cream/beige (building facade)', 'Grey (modern buildings/shadows)', 'Pink/salmon (side building)', 'White (paper showing through)']","Urban sketch/architectural watercolor illustration with loose, informal technique and quick gestural elements","Flinders Street Railway Station, a historic landmark building in Melbourne, Australia, shown from street level with surrounding urban context","['Melbourne', 'Flinders Street Station', 'Architecture', 'Watercolor', 'Urban sketch', 'Heritage building', 'Railway station', 'Victorian architecture', 'Cityscape', 'Australian landmark', 'Green domes', 'Street scene', 'Urban landscape', 'Historical building']",Blog,,340.0,255.0
2022-09-25,Atop The Hill,c6fd065784.jpg,"A black and white watercolor sketch of a small, simple house or building with three arched windows and a pitched roof, surrounded by bushes or foliage. The sketch is placed on white paper and photographed against grass.","['Black', 'Grey', 'White', 'Various shades of grey through dilution']","Quick watercolor sketch in monochromatic wash technique, architectural illustration with loose, impressionistic elements","A small architectural structure, possibly a chapel, garden house, or small residential building, set within a natural landscape setting","['watercolor', 'sketch', 'architecture', 'house', 'building', 'monochrome', 'arched windows', 'landscape', 'foliage', 'black and white', 'quick sketch', 'architectural drawing', 'cottage', 'rural scene']",Blog,,340.0,255.0
2022-09-23,Coffee Shop Sketching,2f484d4367.jpg,"A sketched portrait in profile view showing a person sitting in a chair while looking at a mobile phone or device. The drawing captures a casual, everyday moment with loose, gestural strokes in greyscale tones.","['Grey', 'White (paper)', 'Black', 'Various greyscale tones']","['Loose gestural sketch', 'Quick observational drawing', 'Contemporary life drawing', 'Urban sketching']","A figure in profile view seated in what appears to be a chair, holding and looking at a mobile device. The sketch captures a modern moment of technology use in daily life.","['sketch', 'profile', 'mobile device', 'contemporary life', 'monochrome', 'gestural drawing', 'seated figure', 'observation', 'urban sketch', 'daily life', 'technology', 'modern portrait']",Blog,,340.0,453.0
2022-09-22,Another Sunny Sketch,d818fe14b0.jpg,A quick architectural sketch of what appears to be a historic building with a prominent clock tower in the center. The building features a series of arched colonnades along its base and decorative domes on either side of the central tower. Modern skyscrapers or tall buildings are suggested in the background through simple rectangular shapes.,"['Black', 'White', 'Grey (from ink variation)']","Urban sketching/Architectural illustration with a loose, gestural line drawing technique","A historic building facade, likely a railway station, government building, or other significant civic architecture, with modern city elements in the background","['architectural sketch', 'urban drawing', 'clock tower', 'colonnade', 'historic building', 'pen and ink', 'cityscape', 'building facade', 'quick sketch', 'architectural illustration', 'urban art', 'line drawing', 'Victorian architecture']",Blog,,340.0,255.0
2022-09-22,Hands Are Hard,79b78ee6ac.jpg,"A watercolor and ink sketch depicting a figure wearing sunglasses and a blue-grey top, shown from the upper body, looking downward in a contemplative or focused pose. The artwork has a loose, gestural quality with quick brushstrokes.","['Grey', 'Blue-grey', 'White (paper)', 'Black (ink)', 'Beige (background wash)']","['Quick sketch', 'Loose watercolor', 'Contemporary illustration', 'Gestural drawing', 'Urban sketching']","A figure in a casual pose, wearing sunglasses and appearing to be looking down, possibly at a device or book. The composition is minimal and focuses on the upper body and head.","['watercolor', 'sketch', 'sunglasses', 'contemporary', 'minimal', 'portrait', 'casual', 'monochromatic', 'gestural', 'urban sketch', 'illustration', 'quick study']",Blog,,340.0,453.0
